"PLACE_NAME","PLACE_TYPE","LATITUDE","LONGITUDE","COUNT(*)"
"Duck-lane","crimeLocation","51.513994","-0.134798","8"
"Duck-lane, Soho","crimeLocation","51.513994","-0.134798","1"
"Duck-lane, Westminster","crimeLocation","51.513994","-0.134798","4"
"Duck-yard","crimeLocation","51.50853","-0.12574","1"
"Duck-yard, Duck-lane","crimeLocation","51.50853","-0.12574","1"
"Dudley Arms public-house, in the parish of St. Mary, Paddington","crimeLocation","-33.88419","151.23151","1"
"Dudley-court, St. Giles's","crimeLocation","51.50853","-0.12574","1"
"Dufour's-place, Broad-street","crimeLocation","51.50853","-0.12574","1"
"Duke lane, Westminster","crimeLocation","51.5","-0.11667","2"
"Duke of Clarence public-house, Pancras-road","crimeLocation","51.50853","-0.12574","1"
"Duke of Cumberland, in Great Cumberland-street","crimeLocation","51.50853","-0.12574","2"
"Duke of Gloucester public-house in Whitecross-street","crimeLocation","51.50853","-0.12574","2"
"Duke of Hamilton Inn, Hampstead","crimeLocation","51.55744","-0.18213","1"
"Duke of Leeds, St. James's Square","crimeLocation","51.50853","-0.12574","2"
"Duke of Malborough's-Head in Drury-Lane","crimeLocation","51.51278","-0.12038","1"
"Duke of Rutland, in Old Gravel-lane","crimeLocation","51.50853","-0.12574","1"
"Duke of Wellington public-house, in Cross-street, Hoxton New-town","crimeLocation","47.98085","-102.49018","1"
"Duke of York public-house, at Paddington","crimeLocation","51.51558","-0.1763","1"
"Duke of York public-house, in Salmon-lane, Stepney","crimeLocation","51.5175","-0.04292","1"
"Duke of York's Head, Fulwood's-rents, Holborn","crimeLocation","51.51753","-0.12045","1"
"Duke of York, public-house, at Chelsea","crimeLocation","51.48755","-0.16936","2"
"Duke street, Manchester square","crimeLocation","51.50853","-0.12574","1"
"Duke's Head in Devereux Court","crimeLocation","51.50853","-0.12574","1"
"Duke's Head public-house, in Old Gravel-lane","crimeLocation","51.50853","-0.12574","1"
"Duke's Head, in Monmouth-court","crimeLocation","51.50853","-0.12574","2"
"Duke's Place","crimeLocation","51.473735","-0.093347","2"
"Duke's-Place","crimeLocation","","","1"
"Duke's-court, Bow-street","crimeLocation","51.50853","-0.12574","1"
"Duke's-court, St. Martin's-in-the-Fields","crimeLocation","51.50853","-0.12574","1"
"Duke's-court, by the King's-meuse","crimeLocation","51.50853","-0.12574","1"
"Duke's-head in Warwick-street, Golden-square","crimeLocation","51.50853","-0.12574","1"
"Duke's-place","crimeLocation","51.473735","-0.093347","4"
"Duke's-place, Chelsea","crimeLocation","51.48755","-0.16936","1"
"Duke-Street, St. James's","crimeLocation","","","1"
"Duke-street","crimeLocation","51.514161","-0.151359","8"
"Duke-street, Aldgate","crimeLocation","51.51342","-0.0771","2"
"Duke-street, Bloomsbury","crimeLocation","51.52228","-0.12252","4"
"Duke-street, Lincoln's Inn fields","crimeLocation","51.50853","-0.12574","1"
"Duke-street, Lincoln's Inn-fields","crimeLocation","51.50853","-0.12574","1"
"Duke-street, Lincoln's-inn-fields","crimeLocation","51.50853","-0.12574","2"
"Duke-street, Lisson-grove","crimeLocation","51.50853","-0.12574","1"
"Duke-street, Manchester-square","crimeLocation","51.50853","-0.12574","6"
"Duke-street, Piccadilly","crimeLocation","51.50853","-0.12574","1"
"Duke-street, Portland Chapel","crimeLocation","51.50853","-0.12574","2"
"Duke-street, Portland-place","crimeLocation","51.50853","-0.12574","3"
"Duke-street, Portman-place","crimeLocation","51.50853","-0.12574","1"
"Duke-street, Smithfield","crimeLocation","51.50853","-0.12574","3"
"Duke-street, Spittlefields","crimeLocation","51.50853","-0.12574","2"
"Duke-street, St. George's in the East","crimeLocation","51.52332","-0.03888","1"
"Duke-street, St. George's, East","crimeLocation","51.52332","-0.03888","2"
"Duke-street, St. James","crimeLocation","51.50853","-0.12574","1"
"Duke-street, St. James'","crimeLocation","51.50853","-0.12574","1"
"Duke-street, St. James's","crimeLocation","51.514161","-0.151359","3"
"Duke-street, St. James's-place","crimeLocation","51.50853","-0.12574","2"
"Duke-street, St. James's-square","crimeLocation","51.50853","-0.12574","1"
"Duke-street, Stamford-street","crimeLocation","51.50853","-0.12574","2"
"Duke-street, Westminster","crimeLocation","51.514161","-0.151359","4"
"Dukes'-place","crimeLocation","51.473735","-0.093347","2"
"Dukes-Place","crimeLocation","51.473735","-0.093347","1"
"Dukescourt, in the Almonry","crimeLocation","51.50853","-0.12574","2"
"Dukestreet, Bloomsbury","crimeLocation","51.52228","-0.12252","1"
"Dulwich","crimeLocation","51.441879","-0.084324","1"
"Dumwell Frigate","crimeLocation","51.50853","-0.12574","1"
"Duncan-place","crimeLocation","51.50853","-0.12574","1"
"Duncannon-street","crimeLocation","51.50861","-0.125933","2"
"Dundee Arms","crimeLocation","51.50853","-0.12574","3"
"Dundee Arms yard, in the parish of St. John, Wapping","crimeLocation","51.50506","-0.05682","1"
"Dundee Arms, Wapping","crimeLocation","51.50506","-0.05682","1"
"Dundee Arms, in Bethnal-green","crimeLocation","51.52718","-0.06109","1"
"Dundee wharf","crimeLocation","51.508064","-0.030277","2"
"Dundee-arms, Wapping","crimeLocation","51.50506","-0.05682","1"
"Durham Yard","crimeLocation","51.529575","-0.061088","4"
"Durham-street, Hackney-road","crimeLocation","51.50853","-0.12574","2"
"Durham-yard","crimeLocation","51.529575","-0.061088","1"
"Dutchess-mews","crimeLocation","51.50853","-0.12574","1"
"Dutchess-place, Portland-place","crimeLocation","51.50853","-0.12574","1"
"Duval's Wharf","crimeLocation","51.50853","-0.12574","2"
"Duval's lane, Islington","crimeLocation","51.53622","-0.10304","2"
"Duval's-lane, Islington","crimeLocation","51.53622","-0.10304","2"
"Dyce-Key","crimeLocation","51.50853","-0.12574","1"
"Dyer's-Arms at the Three-Cranes","crimeLocation","51.50853","-0.12574","1"
"Dyer's-buildings, Holborn","crimeLocation","51.51753","-0.12045","2"
"Dyer's-court, Aldermanbury","crimeLocation","51.51625","-0.09299","1"
"Dyer-street","crimeLocation","51.50853","-0.12574","2"
"Dyer-street, St. Giles's","crimeLocation","51.50853","-0.12574","2"
"Dyers-hall wharf","crimeLocation","51.50853","-0.12574","1"
"Dynevor Arms, public-house, in Oxford-street","crimeLocation","51.51475","-0.14608","1"
"Dyot street, St Giles's","crimeLocation","51.50853","-0.12574","1"
"Dyot-street","crimeLocation","51.50853","-0.12574","7"
"Dyot-street, St. Giles's","crimeLocation","51.50853","-0.12574","3"
"Dyott-street","crimeLocation","51.51711","-0.127929","1"
"Eagle","crimeLocation","51.522156","-0.21265","2"
"Eagle Court, in the Strand","crimeLocation","51.584877","0.024883","2"
"Eagle Tavern, City Road","crimeLocation","51.50853","-0.12574","1"
"Eagle and child alley","crimeLocation","51.50853","-0.12574","1"
"Eagle tavern, City-road","crimeLocation","51.50853","-0.12574","1"
"Eagle-court","crimeLocation","51.584869","0.025218","2"
"Eagle-court, St. John's-lane","crimeLocation","51.50853","-0.12574","1"
"Eagle-court, White Hart-yard","crimeLocation","51.50853","-0.12574","2"
"Eagle-court, White-hart-yard","crimeLocation","51.50853","-0.12574","1"
"Eagle-place, Princes-street, Mile-end, and rent the house; it is in the parish of St. Dunstan, Stepney","crimeLocation","","","1"
"Eagle-street","crimeLocation","51.518664","-0.117876","3"
"Eagle-street, Holborn","crimeLocation","51.518664","-0.117876","2"
"Eagle-street, Red Lion-square","crimeLocation","51.50853","-0.12574","8"
"Eagle-street, Spitalfields","crimeLocation","51.5202","-0.07436","2"
"Eagle-street, by Red Lion-square","crimeLocation","51.50853","-0.12574","2"
"Ealing","crimeLocation","51.512655","-0.305195","24"
"Ealing","defendantHome","51.512655","-0.305195","6"
"Ealing-common","crimeLocation","51.510043","-0.293894","3"
"Earl Street, St. James's","crimeLocation","51.5073","-0.13982","1"
"Earl of Moira on Saffron-hill","crimeLocation","51.50853","-0.12574","1"
"Earl of Moira's Head public-house, at the corner of Saffron Hill","crimeLocation","51.50853","-0.12574","1"
"Earl-street","crimeLocation","51.520699","-0.085051","6"
"Earl-street west, Edgware-road","crimeLocation","51.50853","-0.12574","1"
"Earl-street, Black-frairs","crimeLocation","51.50853","-0.12574","2"
"Earl-street, Blackfriars","crimeLocation","51.50853","-0.12574","2"
"Earl-street, Lisson-grove","crimeLocation","51.50853","-0.12574","8"
"Earl-street, Lissongrove","crimeLocation","51.50853","-0.12574","1"
"Earl-street, Seven-dials","crimeLocation","51.50853","-0.12574","4"
"East Acton","crimeLocation","51.517345","-0.248137","1"
"East Barnet","crimeLocation","51.641681","-0.162823","3"
"East India Company barracks","crimeLocation","51.50853","-0.12574","1"
"East India Company's warehouse, Blackwall","crimeLocation","51.50971","-0.0016","2"
"East India Company's warehouse, in Billiter-lane, in the city of London","crimeLocation","51.50853","-0.12574","2"
"East India Dock","crimeLocation","","","1"
"East India Dock Tavern","crimeLocation","51.50853","-0.12574","2"
"East India Dock road","crimeLocation","51.512216","-0.003485","1"
"East India Docks","crimeLocation","51.511131","-0.006968","3"
"East India House","crimeLocation","51.50853","-0.12574","2"
"East India dock","crimeLocation","51.50853","-0.12574","1"
"East India-docks","crimeLocation","51.511131","-0.006968","2"
"East India-fields","crimeLocation","51.50853","-0.12574","1"
"East India-house","crimeLocation","51.50853","-0.12574","2"
"East London Theatre","crimeLocation","51.51424","-0.12471","2"
"East Moulden","crimeLocation","51.50853","-0.12574","2"
"East Smithfield","crimeLocation","51.508733","-0.072803","40"
"East-Smithfield","crimeLocation","51.508733","-0.072803","24"
"East-end, Finchley","crimeLocation","51.60096","-0.19518","2"
"East-lane, Rotherhithe","crimeLocation","51.5","-0.05","1"
"East-street","crimeLocation","51.405829","0.015266","1"
"East-street, Clerkenwell","crimeLocation","51.52438","-0.11022","1"
"East-street, Dorset-street, Manchester-square","crimeLocation","51.50853","-0.12574","2"
"East-street, Manchester-square","crimeLocation","51.50853","-0.12574","3"
"East-street, Marylebone","crimeLocation","51.52541","-0.16806","2"
"East-street, Red-lion-square, No. 31","crimeLocation","51.50853","-0.12574","2"
"East-street, Somers'-town","crimeLocation","51.50853","-0.12574","1"
"Eastcheap","crimeLocation","51.50853","-0.12574","9"
"Eastcheap","defendantHome","51.50853","-0.12574","1"
"Eastham, in the County of Essex","crimeLocation","51.50853","-0.12574","1"
"Eaton-street, Pimlico","crimeLocation","51.48897","-0.13699","1"
"Ebenezer-square, Houndsditch","crimeLocation","51.50853","-0.12574","2"
"Ebenezer-square, in the city","crimeLocation","51.50853","-0.12574","1"
"Ebury-mews","crimeLocation","51.493785","-0.150527","1"
"Ebury-street, Pimlico","crimeLocation","51.48897","-0.13699","1"
"Eccleston-street, Pimlico","crimeLocation","51.494312","-0.147387","2"
"Eden-court, Regent-street","crimeLocation","51.50853","-0.12574","1"
"Eden-street","crimeLocation","51.409008","-0.305754","1"
"Edgeward-road","crimeLocation","51.50853","-0.12574","1"
"Edgeware","crimeLocation","51.519913","-0.169784","1"
"Edgeware-place","crimeLocation","51.50853","-0.12574","1"
"Edgeware-road","crimeLocation","51.50853","-0.12574","5"
"Edgware","crimeLocation","51.61077","-0.279304","1"
"Edgware fair","crimeLocation","51.50853","-0.12574","2"
"Edgware-road","crimeLocation","51.516349","-0.164758","20"
"Edgworth","defendantHome","51.50853","-0.12574","4"
"Edinburgh Castle, in Welbeck-street","crimeLocation","51.50853","-0.12574","1"
"Edminton","defendantHome","51.50853","-0.12574","4"
"Edminton fair","crimeLocation","51.50853","-0.12574","1"
"Edmonton","crimeLocation","51.620339","-0.065979","26"
"Edmonton","defendantHome","51.620339","-0.065979","8"
"Edmonton parish","crimeLocation","51.50853","-0.12574","2"
"Edmonton work-house","crimeLocation","51.50853","-0.12574","1"
"Edmonton, near the Horse and Groom","crimeLocation","","","2"
"Edward's Place, Kensington","crimeLocation","51.50094","-0.19175","1"
"Edward-street","crimeLocation","51.480605","-0.030208","2"
"Edward-street, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Edward-street, Cavendish-square","crimeLocation","51.50853","-0.12574","1"
"Edward-street, Portland-chapel","crimeLocation","51.50853","-0.12574","1"
"Edward-street, Portman-square","crimeLocation","51.50853","-0.12574","3"
"Edward-street, Regent's-park","crimeLocation","51.50853","-0.12574","1"
"Edward-street, Sander's-gardens","crimeLocation","51.50853","-0.12574","2"
"Edward-street, Soho","crimeLocation","51.5144","-0.13535","1"
"Egyptian Hall, Piccadilly","crimeLocation","51.50853","-0.12574","2"
"Eight Bells, in Hackney","crimeLocation","51.55","-0.05","2"
"Eight-Bell-yard, St. Giles's.","crimeLocation","51.50853","-0.12574","2"
"Elbow-Lane, by Ratcliff Highway","crimeLocation","51.50853","-0.12574","2"
"Elbow-lane, New Gravel-lane, Shadwell","crimeLocation","51.51135","-0.05663","2"
"Elbow-lane, Ratcliff-highway","crimeLocation","51.50853","-0.12574","1"
"Elbow-lane, Shadwell","crimeLocation","51.51135","-0.05663","2"
"Elbow-place, in the parish of St. Luke's","crimeLocation","51.50853","-0.12574","1"
"Elder-street Norton Falgate","crimeLocation","51.50853","-0.12574","1"
"Elder-street, Finsbury-circus","crimeLocation","51.50853","-0.12574","2"
"Elder-street, St. Leonard Shore-ditch","crimeLocation","51.50853","-0.12574","1"
"Elder-walk, Williams'-court, Islington","crimeLocation","51.53622","-0.10304","1"
"Elephant","crimeLocation","51.462542","-0.112049","1"
"Elephant and Castle","crimeLocation","51.495279","-0.100329","1"
"Elephant-place, Commercial-road","crimeLocation","51.50853","-0.12574","1"
"Elin","defendantHome","51.50853","-0.12574","2"
"Eling","crimeLocation","51.50853","-0.12574","1"
"Eling","defendantHome","51.50853","-0.12574","8"
"Eliza-street","crimeLocation","51.50853","-0.12574","2"
"Ellen-street, St. George's in the East","crimeLocation","51.52332","-0.03888","1"
"Ellis-street, Chelsea","crimeLocation","51.494188","-0.158157","1"
"Elm-street, Gray's Inn-lane","crimeLocation","51.50853","-0.12574","3"
"Ely Court, Holborn","crimeLocation","51.51753","-0.12045","2"
"Ely Place","crimeLocation","51.518189","-0.107061","1"
"Ely-court","crimeLocation","51.534477","-0.196259","1"
"Ely-place","crimeLocation","51.518189","-0.107061","1"
"Ely-place, in Holborn","crimeLocation","51.518189","-0.107061","1"
"Endfield","crimeLocation","51.65147","-0.08497","3"
"Endfield","defendantHome","51.65147","-0.08497","1"
"Enfield","crimeLocation","51.651712","-0.083214","45"
"Enfield","defendantHome","51.651712","-0.083214","12"
"Enfield Chase","crimeLocation","51.652698","-0.090854","2"
"Enfield Highway","crimeLocation","51.657021","-0.0471","1"
"Enfield Lodge","crimeLocation","51.50853","-0.12574","2"
"Enfield Races","crimeLocation","51.50853","-0.12574","1"
"Enfield-chace","crimeLocation","51.50853","-0.12574","1"
"Enfield-highway","crimeLocation","51.657021","-0.0471","8"
"Enfield-lock","crimeLocation","51.670884","-0.028593","1"
"Enfield-marsh","crimeLocation","51.50853","-0.12574","2"
"Enfield-wash","crimeLocation","51.50853","-0.12574","2"
"Enfield-wash, Middlesex","crimeLocation","51.50853","-0.12574","1"
"Engine-street, Piccadilly","crimeLocation","51.50853","-0.12574","3"
"English Opera House","crimeLocation","51.50853","-0.12574","1"
"English Opera-house","crimeLocation","51.50853","-0.12574","1"
"Epping","crimeLocation","51.621882","0.026204","2"
"Epping Forest","crimeLocation","51.621882","0.026204","1"
"Epping-forest","crimeLocation","51.621882","0.026204","2"
"Epsom races","crimeLocation","51.50853","-0.12574","2"
"Ernest-street, near Regent's-park","crimeLocation","","","1"
"Essex-court, Park-street, Borough","crimeLocation","51.50853","-0.12574","1"
"Essex-street","crimeLocation","51.550585","0.021558","5"
"Essex-street in the Strand","crimeLocation","51.550585","0.021558","4"
"Essex-street, Battle-bridge","crimeLocation","51.50853","-0.12574","2"
"Essex-street, Kingsland-road","crimeLocation","51.50853","-0.12574","1"
"Essex-street, Strand","crimeLocation","51.50853","-0.12574","2"
"Essex-street, Whitechapel","crimeLocation","51.51382","-0.06583","9"
"Essex-street, in the Strand","crimeLocation","51.550585","0.021558","2"
"Euston Arms public-house, Euston-square","crimeLocation","51.50853","-0.12574","1"
"Euston Castle","crimeLocation","51.50853","-0.12574","1"
"Euston-place, New-road","crimeLocation","51.50853","-0.12574","1"
"Euston-square","crimeLocation","51.525889","-0.135016","5"
"Euston-square, St. Pancras","crimeLocation","51.53333","-0.13333","2"
"Euston-street, Spafields","crimeLocation","51.50853","-0.12574","1"
"Exchange","crimeLocation","51.497566","-0.183931","8"
"Exchange Alley","crimeLocation","51.50853","-0.12574","2"
"Exchange-alley","crimeLocation","51.50853","-0.12574","3"
