"PLACE_NAME","PLACE_TYPE","ID","DATESTAMP"
"Cheapside","crimeLocation","t17491011-1","10/11/1749"
"Cheapside","crimeLocation","t17491011-10","10/11/1749"
"Bishopsgate street","crimeLocation","t17491011-1","10/11/1749"
"White Chappel","crimeLocation","t17491209-13","12/9/1749"
"White Chappel","crimeLocation","t17491209-1","12/9/1749"
"Totenham","crimeLocation","t17491209-5","12/9/1749"
"Broad St. Giles's","crimeLocation","t17491209-26","12/9/1749"
"Three jolly Butchers at Newington","crimeLocation","t17491209-5","12/9/1749"
"the Highlander by Wapping-Dock","crimeLocation","t17491209-34","12/9/1749"
"Thistle and Crown, Charing Cross","crimeLocation","t17491209-2","12/9/1749"
"Thistle and Crown, Charing Cross","crimeLocation","t17491209-24","12/9/1749"
"Grovesnor Square","crimeLocation","t17491209-2","12/9/1749"
"Broad St. Giles's","crimeLocation","t17491209-2","12/9/1749"
"in the Strand near Exeter-Change","crimeLocation","t17491209-37","12/9/1749"
"Cheapside","crimeLocation","t17491209-60","12/9/1749"
"Sarazen's Head, on Snow-hill","crimeLocation","t17500117-36","1/17/1750"
"the Strand, I stopped at the One Tun alehouse","crimeLocation","t17500117-8","1/17/1750"
"Ludgate-street","crimeLocation","t17500117-44","1/17/1750"
"Fish-street-hill","crimeLocation","t17500117-4","1/17/1750"
"Fish-street-hill","crimeLocation","t17500117-45","1/17/1750"
"Stony-lane","crimeLocation","t17500117-56","1/17/1750"
"Thames street","crimeLocation","t17500117-58","1/17/1750"
"late of Fulham","defendantHome","t17500117-2","1/17/1750"
"Mr. Paterson's shop in the Cloysters","crimeLocation","t17500117-21","1/17/1750"
"Mr. Paterson's shop in the Cloysters","crimeLocation","t17500117-2","1/17/1750"
"Fenchurch street","crimeLocation","t17500117-2","1/17/1750"
"Fenchurch street","crimeLocation","t17500117-24","1/17/1750"
"coming from Carnaby-market, into Silver-street","crimeLocation","t17500117-26","1/17/1750"
"coming from Carnaby-market, into Silver-street","crimeLocation","t17500117-2","1/17/1750"
"Gravel-lane, Houndsditch","crimeLocation","t17500117-19","1/17/1750"
"Ludgate-street","crimeLocation","t17500117-4","1/17/1750"
"Holy-well-street, Shoreditch","crimeLocation","t17500228-66","2/28/1750"
"Powis-wells","crimeLocation","t17500425-7","4/25/1750"
"late of Enfield","defendantHome","t17500425-4","4/25/1750"
"St. John's, Wapping","crimeLocation","t17500530-33","5/30/1750"
"St. Andrew's, Holbourn","defendantHome","t17500530-36","5/30/1750"
"Chick-lane","crimeLocation","t17500530-36","5/30/1750"
"Leadenhall street","crimeLocation","t17500530-45","5/30/1750"
"Lillypot-lane , Aldersgate","crimeLocation","t17500530-6","5/30/1750"
"Harrow","crimeLocation","t17500530-11","5/30/1750"
"by St. Magnus's church, at the bridge foot","crimeLocation","t17500530-8","5/30/1750"
"Giltspur-street","crimeLocation","t17500530-9","5/30/1750"
"Finchly , Middlesex","defendantHome","t17500530-1","5/30/1750"
"Harrow","crimeLocation","t17500530-1","5/30/1750"
"Snow-hill","crimeLocation","t17500530-7","5/30/1750"
"the Man in the moon, Plough street, Whitechapel","crimeLocation","t17500711-5","7/11/1750"
"Stepney fields","crimeLocation","t17500711-30","7/11/1750"
"Hackney","crimeLocation","t17500711-8","7/11/1750"
"Long-Acre","crimeLocation","t17500711-35","7/11/1750"
"More-fields","crimeLocation","t17500711-1","7/11/1750"
"Aldgate","crimeLocation","t17500711-1","7/11/1750"
"Aldgate","crimeLocation","t17500711-14","7/11/1750"
"Shoreditch","crimeLocation","t17500711-16","7/11/1750"
"Shoreditch","crimeLocation","t17500711-1","7/11/1750"
"St. Catharine's lane","crimeLocation","t17500711-17","7/11/1750"
"St. Catharine's lane","crimeLocation","t17500711-1","7/11/1750"
"Fulham","defendantHome","t17500711-2","7/11/1750"
"Fulham","defendantHome","t17500711-21","7/11/1750"
"Islington road, Clerkenwell","crimeLocation","t17500711-2","7/11/1750"
"Islington road, Clerkenwell","crimeLocation","t17500711-23","7/11/1750"
"Featherstone-street, St. Luke's parish","crimeLocation","t17500711-2","7/11/1750"
"Featherstone-street, St. Luke's parish","crimeLocation","t17500711-27","7/11/1750"
"the Man in the moon, Plough street, Whitechapel","crimeLocation","t17500711-57","7/11/1750"
"St. Saviour's Dock","crimeLocation","t17500912-48","9/12/1750"
"St. Gyles's","crimeLocation","t17500912-8","9/12/1750"
"Old-Street","crimeLocation","t17500912-5","9/12/1750"
"Fleet-street, near Fetter-lane end","crimeLocation","t17500912-5","9/12/1750"
"Fleet-street, near Fetter-lane end","crimeLocation","t17500912-51","9/12/1750"
"Tower-Hill","crimeLocation","t17500912-59","9/12/1750"
"Tower-Hill","crimeLocation","t17500912-5","9/12/1750"
"Kirby-street","crimeLocation","t17500912-12","9/12/1750"
"Nottingham Court, King-street, Seven Dials","crimeLocation","t17500912-20","9/12/1750"
"East Smithfield","crimeLocation","t17500912-21","9/12/1750"
"Ludgate","crimeLocation","t17500912-25","9/12/1750"
"the Change","crimeLocation","t17500912-27","9/12/1750"
"Chemist's-Ally, in St. Martin's-Lane","crimeLocation","t17500912-69","9/12/1750"
"Ratcliff-high-way","crimeLocation","t17500912-7","9/12/1750"
"Skinner's-street","crimeLocation","t17500912-8","9/12/1750"
"parish of St. James's Clerkenwell","crimeLocation","t17500912-81","9/12/1750"
"parish of St. James's Clerkenwell","crimeLocation","t17500912-8","9/12/1750"
"Broad-way, Westminster","crimeLocation","t17500912-85","9/12/1750"
"Broad-way, Westminster","crimeLocation","t17500912-8","9/12/1750"
"St. Gyles's","crimeLocation","t17500912-88","9/12/1750"
"St. Saviour's Dock","crimeLocation","t17500912-4","9/12/1750"
"Turk's Bagnio, Charing Cross","crimeLocation","t17501017-2","10/17/1750"
"Three Tuns-Tavern and publick-house without Bishopsgate","crimeLocation","t17501017-2","10/17/1750"
"Three Tuns-Tavern and publick-house without Bishopsgate","crimeLocation","t17501017-23","10/17/1750"
"about a mile and half on this side Hampstead","crimeLocation","t17501017-33","10/17/1750"
"Near the Foundling-Hospital","crimeLocation","t17501017-33","10/17/1750"
"Fleet market","crimeLocation","t17501017-37","10/17/1750"
"Snow Hill","crimeLocation","t17501017-38","10/17/1750"
"Woodstreet, Westminster","crimeLocation","t17501017-4","10/17/1750"
"Denmark-street","crimeLocation","t17501017-6","10/17/1750"
"bottom of Wild-street in Steward's Rents","crimeLocation","t17501017-17","10/17/1750"
"bottom of Wild-street in Steward's Rents","crimeLocation","t17501017-1","10/17/1750"
"Lickapon-street, one end of it comes into Leather-lane","crimeLocation","t17501017-18","10/17/1750"
"Lickapon-street, one end of it comes into Leather-lane","crimeLocation","t17501017-1","10/17/1750"
"Aldermanbury","crimeLocation","t17501205-46","12/5/1750"
"Cole Harbour","crimeLocation","t17501205-43","12/5/1750"
"at the George, Great St. Andrew's-street, near the seven Dials","crimeLocation","t17501205-52","12/5/1750"
"Hedge lane","crimeLocation","t17501205-57","12/5/1750"
"the Minories","crimeLocation","t17501205-64","12/5/1750"
"the Minories","crimeLocation","t17501205-6","12/5/1750"
"Billingsgate","crimeLocation","t17501205-8","12/5/1750"
"Ratcliff Highway","crimeLocation","t17501205-13","12/5/1750"
"Elder-street, St. Leonard Shore-ditch","crimeLocation","t17501205-14","12/5/1750"
"corner of Bartletsquare","crimeLocation","t17501205-16","12/5/1750"
"East Smithfield","crimeLocation","t17501205-18","12/5/1750"
"Lincoln's Inn","crimeLocation","t17501205-20","12/5/1750"
"Bishopsgate","crimeLocation","t17501205-25","12/5/1750"
"Little Moorfields to Moor lane","crimeLocation","t17501205-29","12/5/1750"
"St. Martin's Lane, at the corner of Chandos street","crimeLocation","t17501205-32","12/5/1750"
"Change","crimeLocation","t17501205-41","12/5/1750"
"White Lion-street, by the seven Dials","crimeLocation","t17501205-51","12/5/1750"
"Fleet-market-house","crimeLocation","t17510116-60","1/16/1751"
"Newgate-street","crimeLocation","t17510116-71","1/16/1751"
"Newgate-street","crimeLocation","t17510116-7","1/16/1751"
"Blue-Anchor Alley, at the bottom of Whitecross street","crimeLocation","t17510116-35","1/16/1751"
"Hackney","crimeLocation","t17510116-2","1/16/1751"
"Merchant Taylors-hall in Threadneedle-street","crimeLocation","t17510116-10","1/16/1751"
"Merchant Taylors-hall in Threadneedle-street","crimeLocation","t17510116-1","1/16/1751"
"Hackney","crimeLocation","t17510116-28","1/16/1751"
"Blue-Anchor Alley, at the bottom of Whitecross street","crimeLocation","t17510116-3","1/16/1751"
"Newgate-street","crimeLocation","t17510227-8","2/27/1751"
"Fetter-lane","crimeLocation","t17510227-9","2/27/1751"
"Lions-Inn","crimeLocation","t17510227-1","2/27/1751"
"Lions-Inn","crimeLocation","t17510227-15","2/27/1751"
"Leicester-fields","crimeLocation","t17510227-23","2/27/1751"
"Shoreditch","crimeLocation","t17510227-5","2/27/1751"
"Kensington Gore","crimeLocation","t17510227-29","2/27/1751"
"Rose-street","crimeLocation","t17510227-38","2/27/1751"
"shop under the plazza on London bridge","crimeLocation","t17510227-46","2/27/1751"
"Brumley","crimeLocation","t17510227-5","2/27/1751"
"Shoreditch","crimeLocation","t17510227-53","2/27/1751"
"the old change","crimeLocation","t17510227-25","2/27/1751"
"Shadwell parish","crimeLocation","t17510417-2","4/17/1751"
"Red Lion Street","crimeLocation","t17510417-17","4/17/1751"
"Montague-street, Spittlefields","crimeLocation","t17510417-2","4/17/1751"
"Montague-street, Spittlefields","crimeLocation","t17510417-22","4/17/1751"
"Garlick-hill","crimeLocation","t17510417-2","4/17/1751"
"Garlick-hill","crimeLocation","t17510417-25","4/17/1751"
"Hockley in the Hole","crimeLocation","t17510417-2","4/17/1751"
"Hockley in the Hole","crimeLocation","t17510417-27","4/17/1751"
"Thames-street","crimeLocation","t17510417-2","4/17/1751"
"Thames-street","crimeLocation","t17510417-29","4/17/1751"
"Stanwell","crimeLocation","t17510417-33","4/17/1751"
"Stanwell","crimeLocation","t17510417-3","4/17/1751"
"Red-lion-street, Goodman's-fields","crimeLocation","t17510417-35","4/17/1751"
"Red-lion-street, Goodman's-fields","crimeLocation","t17510417-3","4/17/1751"
"near Whitegate-alley","crimeLocation","t17510417-4","4/17/1751"
"near Whitegate-alley","crimeLocation","t17510417-40","4/17/1751"
"Hackney","crimeLocation","t17510417-4","4/17/1751"
"Hackney","crimeLocation","t17510417-44","4/17/1751"
"Red-lyon-street, Whitechapel","crimeLocation","t17510417-4","4/17/1751"
"Red-lyon-street, Whitechapel","crimeLocation","t17510417-46","4/17/1751"
"Shore-ditch","crimeLocation","t17510417-4","4/17/1751"
"Shore-ditch","crimeLocation","t17510417-47","4/17/1751"
"Virginia-street St. George's parish","crimeLocation","t17510417-4","4/17/1751"
"Virginia-street St. George's parish","crimeLocation","t17510417-49","4/17/1751"
"Adam and Eve-court, Oxford road","crimeLocation","t17510417-5","4/17/1751"
"Adam and Eve-court, Oxford road","crimeLocation","t17510417-52","4/17/1751"
"Golden-cross near Charing-cross","crimeLocation","t17510417-6","4/17/1751"
"Cornhill","crimeLocation","t17510417-65","4/17/1751"
"Cornhill","crimeLocation","t17510417-6","4/17/1751"
"Hatton-garden","crimeLocation","t17510417-15","4/17/1751"
"Shadwell parish","crimeLocation","t17510417-20","4/17/1751"
"Cheap-side","crimeLocation","t17510523-49","5/23/1751"
"Crown Inn, Holborn","crimeLocation","t17510523-45","5/23/1751"
"ship call'd the Friends Glory, a New-Castle collier, lying near Execution-dock","crimeLocation","t17510523-7","5/23/1751"
"Palentine houses in Newington road","crimeLocation","t17510523-8","5/23/1751"
"Ship in Gravel-lane Hounsditch","crimeLocation","t17510523-9","5/23/1751"
"Ralph's key","crimeLocation","t17510523-1","5/23/1751"
"Aldgate","crimeLocation","t17510523-1","5/23/1751"
"Aldgate","crimeLocation","t17510523-11","5/23/1751"
"King-street Covent-garden","crimeLocation","t17510523-1","5/23/1751"
"King-street Covent-garden","crimeLocation","t17510523-18","5/23/1751"
"Aldersgate street","crimeLocation","t17510523-2","5/23/1751"
"upper Brook-street","crimeLocation","t17510523-2","5/23/1751"
"upper Brook-street","crimeLocation","t17510523-24","5/23/1751"
"Green Dragon, a public house in Drury-lane","crimeLocation","t17510523-27","5/23/1751"
"Green Dragon, a public house in Drury-lane","crimeLocation","t17510523-2","5/23/1751"
"Kentish Town","crimeLocation","t17510523-2","5/23/1751"
"Kentish Town","crimeLocation","t17510523-29","5/23/1751"
"Limehouse","crimeLocation","t17510523-3","5/23/1751"
"Salisbury-street in the Strand","crimeLocation","t17510523-3","5/23/1751"
"Salisbury-street in the Strand","crimeLocation","t17510523-30","5/23/1751"
"Thieving-lane, Westminster","crimeLocation","t17510523-33","5/23/1751"
"Thieving-lane, Westminster","crimeLocation","t17510523-3","5/23/1751"
"public-house in Michael's-alley, Cornhill","crimeLocation","t17510523-50","5/23/1751"
"Summers Key","crimeLocation","t17510703-11","7/3/1751"
"new Hermitage-street near Wapping","crimeLocation","t17510703-14","7/3/1751"
"Leadenhall-street","crimeLocation","t17510703-16","7/3/1751"
"Aldgate High Street","crimeLocation","t17510703-23","7/3/1751"
"back of Islington church, in the fields","crimeLocation","t17510703-26","7/3/1751"
"upper Brook-street","crimeLocation","t17510703-48","7/3/1751"
"upper Brook-street","crimeLocation","t17510703-4","7/3/1751"
"King-street, Rotherhith","crimeLocation","t17510911-44","9/11/1751"
"the Hole in the Wall, Baldwin's Gardens, near Gray's Inn Lane","crimeLocation","t17510911-45","9/11/1751"
"Chelsea","crimeLocation","t17510911-11","9/11/1751"
"Whitecross-street","crimeLocation","t17510911-7","9/11/1751"
"in the new road leading to the New Wells, London Spaw","crimeLocation","t17510911-5","9/11/1751"
"in the new road leading to the New Wells, London Spaw","crimeLocation","t17510911-56","9/11/1751"
"Lamb's Court , Clerkenwell","crimeLocation","t17510911-5","9/11/1751"
"Lamb's Court , Clerkenwell","crimeLocation","t17510911-56","9/11/1751"
"near Durham-yard","crimeLocation","t17510911-5","9/11/1751"
"near Durham-yard","crimeLocation","t17510911-55","9/11/1751"
"No. three, a ground floor on the left hand in Tanfield-court","crimeLocation","t17510911-31","9/11/1751"
"inward Temple","crimeLocation","t17510911-31","9/11/1751"
"Panton-street, St. George's","crimeLocation","t17510911-23","9/11/1751"
"Upper Moor-fields","crimeLocation","t17510911-46","9/11/1751"
"Goss-square, Fleet street","crimeLocation","t17511016-10","10/16/1751"
"Ludgate","crimeLocation","t17511016-1","10/16/1751"
"London Bridge","crimeLocation","t17511016-54","10/16/1751"
"Nightingale lane, Wapping","crimeLocation","t17511016-43","10/16/1751"
"Tower-street, St. Dunstan's in the East","crimeLocation","t17511016-9","10/16/1751"
"Goss-square, Fleet street","crimeLocation","t17511016-1","10/16/1751"
"Ludgate-hill","crimeLocation","t17511016-21","10/16/1751"
"Ludgate-hill","crimeLocation","t17511016-2","10/16/1751"
"the Mitre Tavern in Fleet-street","crimeLocation","t17511016-2","10/16/1751"
"Old Bedlam","crimeLocation","t17511016-1","10/16/1751"
"Old Bedlam","crimeLocation","t17511016-12","10/16/1751"
"Mansion-house","crimeLocation","t17511016-36","10/16/1751"
"Turnham-Green","crimeLocation","t17511204-40","12/4/1751"
"George in Water-lane Fleet-street","crimeLocation","t17511204-57","12/4/1751"
"Wapping","crimeLocation","t17511204-8","12/4/1751"
"Halfmoon, in Newgate-street","crimeLocation","t17511204-9","12/4/1751"
"the vessel, called the Sarah and Elizabeth, lying at Wapping-Stairs","crimeLocation","t17511204-23","12/4/1751"
"Harrow on the Hill","crimeLocation","t17511204-40","12/4/1751"
"Bear and Ragged staff in Smithfield","crimeLocation","t17511204-42","12/4/1751"
"the vessel, called the Sarah and Elizabeth, lying at Wapping-Stairs","crimeLocation","t17511204-2","12/4/1751"
"Abchurch-lane","crimeLocation","t17511204-27","12/4/1751"
"Abchurch-lane","crimeLocation","t17511204-2","12/4/1751"
"Middle-street, Cloth-fair, near Smithfield","crimeLocation","t17511204-30","12/4/1751"
"by the Hermitage","crimeLocation","t17511204-1","12/4/1751"
"by the Hermitage","crimeLocation","t17511204-15","12/4/1751"
"Cherry-tree Clerkenwell","crimeLocation","t17511204-1","12/4/1751"
"Cherry-tree Clerkenwell","crimeLocation","t17511204-14","12/4/1751"
"Holborn-Bridge","crimeLocation","t17511204-1","12/4/1751"
"Holborn-Bridge","crimeLocation","t17511204-10","12/4/1751"
"end of Birchin-lane, Lombard-street","crimeLocation","t17511204-1","12/4/1751"
"George in Water-lane Fleet-street","crimeLocation","t17511204-5","12/4/1751"
"parish of St. Michael Queenhithe","crimeLocation","t17511204-54","12/4/1751"
"parish of St. Michael Queenhithe","crimeLocation","t17511204-5","12/4/1751"
"grocer's shop in Barbican","crimeLocation","t17511204-30","12/4/1751"
"St. John's Square, Clerkenwell","crimeLocation","t17511204-37","12/4/1751"
"Church-lane, White-chapel","crimeLocation","t17511204-32","12/4/1751"
"Haggerstone","crimeLocation","t17511204-2","12/4/1751"
"Haggerstone","crimeLocation","t17511204-22","12/4/1751"
"Newtoner's-lane","crimeLocation","t17511204-2","12/4/1751"
"Newtoner's-lane","crimeLocation","t17511204-20","12/4/1751"
"Theobald's-Row","crimeLocation","t17511204-2","12/4/1751"
"York-minister at Hyde-park corner","crimeLocation","t17511204-1","12/4/1751"
"York-minister at Hyde-park corner","crimeLocation","t17511204-18","12/4/1751"
"Drury-Lane","crimeLocation","t17511204-1","12/4/1751"
"Drury-Lane","crimeLocation","t17511204-17","12/4/1751"
"corner of Plow-court, White-chapel","crimeLocation","t17511204-16","12/4/1751"
"corner of Plow-court, White-chapel","crimeLocation","t17511204-1","12/4/1751"
