Royal Exchange, London, England
Red-lion-alley, Cow-cross, London, England
Bishopsgate-street, London, England
Bishopsgate-street, London, England
Tunbridge-wells, London, England
Market lane, St. James's, London, England
Bromley by Bow, London, England
Durham-yard, London, England
Coal-yard, by Drury-lane, London, England
Round Court, in the Strand, London, England
Hick's hall, London, England
Hick's hall, London, England
Isleworth, London, England
Mansion-house, London, England
Mansion-house, London, England
Fore-street, London, England
Fore-street, London, England
Red-lion in Long-acre, London, England
Red-lion in Long-acre, London, England
Dean-street, Soho, London, England
Dean-street, Soho, London, England
Harrow-court, London, England
Hedge-lane, London, England
Hedge-lane, London, England
Scotland-Yard, London, England
the Cross Keys on London-Bridge, London, England
the Cross Keys on London-Bridge, London, England
Old-Street, London, England
St. Mary le Bon, London, England
London, London, England
South-Park-street, Grosvenor-square, London, England
South-Park-street, Grosvenor-square, London, England
Turtle-street, London, England
Rosemary-lane, London, England
Ludgate-hill, London, England
river Thames, London, England
Holborn, London, England
Fleet-street, London, England
Gravel lane, Houndsditch, London, England
Radish-Row, St. George'sWapping, London, England
Brewer-Street, St. James's, London, England
King-Street, Grosvenor-Square, London, England
Hicks's-Hall, London, England
Fleet-street, London, England
Fleet-street, London, England
Long-lane, West-Smithfield, London, England
Long-lane, West-Smithfield, London, England
Shadwell, London, England
Tavistock-street, London, England
Ludgate-Hill, London, England
St. Leonard's, Shoreditch, in Hackney Road, London, England
Bull Wharf near Queenhithe, London, England
Bull Wharf near Queenhithe, London, England
Somerset-Street, Whitechapel, London, England
Somerset-Street, Whitechapel, London, England
Bartholomew close, London, England
Bartholomew close, London, England
Newmarket, London, England
Newmarket, London, England
Ludgate-hill, London, England
Holborn, London, England
Leadenhall-street, London, England
Leadenhall-street, London, England
East Smithfield, London, England
Bucklersbury, London, England
Bucklersbury, London, England
Marybone-street, London, England
Marybone-street, London, England
Golden Lion at Hide-park corner, London, England
Golden Lion at Hide-park corner, London, England
Newport-street, Whitechapel parish, London, England
Long-acre, London, England
St. Mary-le-bon, London, England
St. Mary-le-bon, London, England
Spittle-fields, London, England
Bishopsgate street, London, England
Cheapside, London, England
Cheapside, London, England
Prince's street, London, England
Prince's street, London, England
late of St. Leonard, Shoreditch, London, England
late of St. Leonard, Shoreditch, London, England
St. George, Hanover-Square, London, England
Kensington, London, England
St. Bartholomew, by the Exchange, London, England
Swithin's-Alley, London, England
Goodman's-Yard, in the Minories, London, England
Goodman's-Yard, in the Minories, London, England
Fleet-Market, London, England
Fleet-Market, London, England
St. Dunstan's in the East, London, England
St. Dunstan's in the East, London, England
my stable, and hay loft in White-Cross-Street, London, England
St. Martin's in the Fields, London, England
St. Andrew, Holborn, London, England
Holborn, London, England
St. John Wapping, London, England
middle of the river off Tower-Wharf, London, England
St. Martin in the Fields, London, England
St. Mary-le-bone, London, England
St. Matthew, Middlesex, London, England
St. Andrew, Holborn, London, England
St. John's, Wapping, London, England
Paddington, London, England
St. Andrew Holborn, London, England
St. George, Hanover-Square, London, England
Princes-Street, Hanover-Square, London, England
Fleet-street, London, England
St. Giles's Cripplegate , London, London, England
St. Botolph Aldgate, Middlesex, London, England
Leicester-fields, London, England
the old change, London, England
Kensington Gore, London, England
near Durham-yard, London, England
near Durham-yard, London, England
Lamb's Court , Clerkenwell, London, England
Lamb's Court , Clerkenwell, London, England
in the new road leading to the New Wells, London Spaw, London, England
in the new road leading to the New Wells, London Spaw, London, England
Whitecross-street, London, England
Ludgate, London, England
Goss-square, Fleet street, London, England
Goss-square, Fleet street, London, England
Sarazen's Head, on Snow-hill, London, England
Ludgate-street, London, England
Ludgate-street, London, England
Fish-street-hill, London, England
Fish-street-hill, London, England
St. Saviour's Dock, London, England
St. Saviour's Dock, London, England
Old-Street, London, England
Rose-street, London, England
Old Bedlam, London, England
Old Bedlam, London, England
the Mitre Tavern in Fleet-street, London, England
Ludgate-hill, London, England
Ludgate-hill, London, England
Mansion-house, London, England
Stony-lane, London, England
Thames street, London, England
Fleet-street, near Fetter-lane end, London, England
Fleet-street, near Fetter-lane end, London, England
Tower-Hill, London, England
Tower-Hill, London, England
shop under the plazza on London bridge, London, England
Brumley, London, England
Shoreditch, London, England
Shoreditch, London, England
Newgate-street, London, England
Fetter-lane, London, England
Nightingale lane, Wapping, London, England
London Bridge, London, England
the Strand, I stopped at the One Tun alehouse, London, England
Chemist's-Ally, in St. Martin's-Lane, London, England
Ratcliff-high-way, London, England
Hatton-garden, London, England
Red Lion Street, London, England
Shadwell parish, London, England
Shadwell parish, London, England
Tower-street, St. Dunstan's in the East, London, England
end of Birchin-lane, Lombard-street, London, England
Holborn-Bridge, London, England
Holborn-Bridge, London, England
Cherry-tree Clerkenwell, London, England
Cherry-tree Clerkenwell, London, England
by the Hermitage, London, England
by the Hermitage, London, England
Skinner's-street, London, England
parish of St. James's Clerkenwell, London, England
parish of St. James's Clerkenwell, London, England
Broad-way, Westminster, London, England
Broad-way, Westminster, London, England
St. Gyles's, London, England
St. Gyles's, London, England
Montague-street, Spittlefields, London, England
Montague-street, Spittlefields, London, England
Garlick-hill, London, England
Garlick-hill, London, England
Hockley in the Hole, London, England
Hockley in the Hole, London, England
corner of Plow-court, White-chapel, London, England
corner of Plow-court, White-chapel, London, England
Drury-Lane, London, England
Drury-Lane, London, England
York-minister at Hyde-park corner, London, England
York-minister at Hyde-park corner, London, England
Theobald's-Row, London, England
Newtoner's-lane, London, England
Newtoner's-lane, London, England
Haggerstone, London, England
Haggerstone, London, England
Holy-well-street, Shoreditch, London, England
bottom of Wild-street in Steward's Rents, London, England
bottom of Wild-street in Steward's Rents, London, England
Lickapon-street, one end of it comes into Leather-lane, London, England
Lickapon-street, one end of it comes into Leather-lane, London, England
Turk's Bagnio, Charing Cross, London, England
Three Tuns-Tavern and publick-house without Bishopsgate, London, England
Three Tuns-Tavern and publick-house without Bishopsgate, London, England
Thames-street, London, England
Thames-street, London, England
Stanwell, London, England
Stanwell, London, England
Red-lion-street, Goodman's-fields, London, England
Red-lion-street, Goodman's-fields, London, England
near Whitegate-alley, London, England
near Whitegate-alley, London, England
Hackney, London, England
Hackney, London, England
Church-lane, White-chapel, London, England
St. John's Square, Clerkenwell, London, England
Turnham-Green, London, England
about a mile and half on this side Hampstead, London, England
Near the Foundling-Hospital, London, England
Fleet market, London, England
Snow Hill, London, England
Red-lyon-street, Whitechapel, London, England
Red-lyon-street, Whitechapel, London, England
Shore-ditch, London, England
Shore-ditch, London, England
Virginia-street St. George's parish, London, England
Virginia-street St. George's parish, London, England
Adam and Eve-court, Oxford road, London, England
Adam and Eve-court, Oxford road, London, England
